round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,damage,timestamp,game_url,pano_id
1,15.262714385986328,145.67919921875,15.203024864196777,145.75689697265625,10.6555996269944,4964,0,2026-01-04T14:20:37.636524,https://www.geoguessr.com/duels/7dc28223-73b2-4d9b-81b8-4387f0ae9baa,TEOD0iZPMbi6gBtNH19YoA
2,-0.7538220882415771,31.063735961914062,-20.13829231262207,44.54522705078125,2606.9277919619612,871,-137,2026-01-04T14:21:20.815710,https://www.geoguessr.com/duels/7dc28223-73b2-4d9b-81b8-4387f0ae9baa,fcKNEI4LajHkJE9LJVsDDQ
3,46.27405548095703,-66.25862884521484,45.207481384277344,-67.29488372802734,143.28796294961722,4542,0,2026-01-04T14:22:00.346555,https://www.geoguessr.com/duels/7dc28223-73b2-4d9b-81b8-4387f0ae9baa,mpGf0bgc7HbOgUE_U4WOyA
