round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,damage,timestamp,game_url
1,42.69101333618164,23.072662353515625,48.74610900878906,30.17783546447754,869.6089369235733,2791,-1577,2025-12-30T15:17:54.702645,https://www.geoguessr.com/duels/69854bc9-5127-40eb-91d4-a26e6d18dad1
2,-51.21708679199219,-72.89484405517578,-44.05335998535156,170.37249755859375,7800.540052542435,27,-4423,2025-12-30T15:18:29.320786,https://www.geoguessr.com/duels/69854bc9-5127-40eb-91d4-a26e6d18dad1
