round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T18:46:44.988644,46.097439,9.144714,,,,
2,2025-12-27T18:47:04.999533,-5.352594,-78.497780,,,,
3,2025-12-27T18:47:24.828118,-7.553579,-36.224319,,,,
