round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,damage,timestamp
3,56.467105865478516,14.107315063476562,62.32497787475586,25.212923049926758,902.9440210349272,2730,,2025-12-30T12:05:54.338236
4,9.597869873046875,6.92919921875,10.880345344543457,-2.062391757965088,994.1234762953305,2568,,2025-12-30T12:06:15.986273
5,64.59603118896484,-19.35943603515625,64.13424682617188,-21.860366821289062,130.79965790133178,4580,,2025-12-30T12:06:59.634494
