round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T17:46:14.266948,62.780018,15.844971,,,,
2,2025-12-27T17:46:28.963158,37.349888,-5.263977,,,,
3,2025-12-27T17:46:43.442140,49.043156,36.277634,,,,
4,2025-12-27T17:46:57.733940,31.638372,75.136475,,,,
5,2025-12-27T17:47:12.430457,-19.049498,-65.233345,,,,
