round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,timestamp
1,35.519168853759766,13.920333862304688,35.83565139770508,14.462434768676758,,,2025-12-29T21:33:17.064468
2,-22.82703399658203,26.627609252929688,-21.38606834411621,27.427841186523438,,,2025-12-29T21:33:55.852370
3,10.137884140014648,-84.27369689941406,19.461517333984375,-70.692138671875,,,2025-12-29T21:34:48.887503
