round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T16:54:52.073590,41.628304,-90.039742,,,,
2,2025-12-27T16:55:15.757405,43.892559,-0.017288,,,,
3,2025-12-27T16:55:39.170783,37.765450,-110.473114,,,,
