round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T19:22:45.751972,-37.307034,175.267395,-43.336983,172.609756,707.23,
2,2025-12-27T19:23:05.865570,1.331625,104.031494,-43.336983,172.609756,8400.20,
3,2025-12-27T19:23:26.204941,1.377367,103.978088,,,,
4,2025-12-27T19:23:42.078056,39.039688,-121.646873,37.917721,-122.299736,137.09,
5,2025-12-27T19:24:02.142737,47.677929,5.222153,49.022758,2.363336,258.80,
