round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,timestamp
1,-17.974939346313477,-68.73895263671875,,,,,2025-12-29T17:20:53.863492
2,-24.94040298461914,-65.32624053955078,,,,,2025-12-29T17:21:21.636768
3,-0.6754860281944275,30.78948974609375,,,,,2025-12-29T17:22:33.036897
4,-16.472517013549805,-68.069580078125,,,,,2025-12-29T17:23:06.157228
5,-45.906009674072266,168.51116943359375,,,,,2025-12-29T17:24:18.603857
