round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,damage,timestamp
2,42.346675872802734,25.973129272460938,44.052303314208984,24.114852905273438,242.1813150768431,4251,,2025-12-30T11:57:47.653462
