round,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,timestamp
1,-23.93342399597168,29.153091430664062,,,,,2025-12-29T19:45:46.833820
2,-6.908197402954102,113.95693969726562,,,,,2025-12-29T19:46:32.363875
3,51.96712112426758,8.379409790039062,,,,,2025-12-29T19:46:48.266765
4,18.28486442565918,-64.47683715820312,,,,,2025-12-29T19:47:21.170534
5,37.56551742553711,23.819488525390625,,,,,2025-12-29T19:48:07.761484
