round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T17:12:45.555581,42.645275,18.896011,,,,
2,2025-12-27T17:13:00.083674,-37.913876,145.566162,,,,
3,2025-12-27T17:13:14.737740,-4.358145,-73.422470,,,,
4,2025-12-27T17:13:28.920040,35.255287,14.131195,,,,
5,2025-12-27T17:13:43.087181,35.341312,14.282425,,,,
