round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T18:31:24.451832,45.447163,-73.646240,,,,
2,2025-12-27T18:31:43.614234,45.071564,14.509720,,,,
3,2025-12-27T18:32:03.888482,-46.895988,-71.792610,,,,
