round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score,stage1_checkpoint,stage2_checkpoint,model,human_distance_km,human_score
1,2025-12-29T14:39:53.611474,55.258121,-2.514786,56.462555,-3.521617,147.93,4528,,,main,,
2,2025-12-29T14:40:18.981639,37.739136,24.402390,40.279388,18.409813,589.62,3367,,,main,,
3,2025-12-29T14:40:43.986864,36.541607,-97.313255,33.217648,-96.668396,374.26,3891,,,main,,
4,2025-12-29T14:41:09.725169,42.402958,-71.631226,41.646584,-71.586624,84.19,4726,,,main,,
5,2025-12-29T14:41:35.252921,46.172169,16.390594,55.682774,22.037247,1128.24,2347,,,main,,
