round,timestamp,predicted_lat,predicted_lng,true_lat,true_lng,distance_km,score
1,2025-12-27T18:52:16.907477,-11.850784,-76.865219,-8.102487,-79.040253,480.03,
2,2025-12-27T18:52:36.821896,45.509670,-73.619675,45.611164,-73.452164,17.25,
3,2025-12-27T18:52:56.812508,-27.558325,-55.869186,-34.482800,-58.590622,812.36,
4,2025-12-27T18:53:17.014377,43.085320,-71.439888,41.573910,-72.330688,183.32,
5,2025-12-27T18:53:36.770456,48.872875,2.530304,48.746159,2.413057,16.50,
