checkpoint,checkpoint_name,variant,ablation_mode,median_error_km,mean_error_km,cell_acc,acc_street,acc_city,acc_region,acc_country,stage0_checkpoint,stage1_checkpoint,dataset
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_both/2025-12-25_09-13-54/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,both,391.5097961425781,1643.6949462890625,0.2344355620443821,0.0,0.03249361080686382,0.3234757210660825,0.6726907630522089,/scratch-shared/pnair/Project_AI/results/stage0-prototype/geolocal_StreetCLIP/2025-12-24_09-29-59/checkpoints/best_model_stage0.pt,/scratch-shared/pnair/Project_AI/results/stage1-prototype/geolocal_StreetCLIP/2025-12-24_19-10-45/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_both/vanilla_stage1/2025-12-24_12-23-31/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,both,349.92694091796875,1616.858154296875,0.2648982558139535,0.0,0.03413654618473896,0.3603504928806134,0.6883899233296824,None,/scratch-shared/pnair/Project_AI/results/stage1-prototype/vanilla_streetclip_no_stage0/2025-12-24_09-29-56/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_concept_only/2025-12-25_09-13-56/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,concept_only,417.556884765625,1788.8021240234375,0.22183866279069767,0.0,0.03322380430814166,0.30960204454180357,0.6438481197517342,/scratch-shared/pnair/Project_AI/results/stage0-prototype/geolocal_StreetCLIP/2025-12-24_09-29-59/checkpoints/best_model_stage0.pt,/scratch-shared/pnair/Project_AI/results/stage1-prototype/geolocal_StreetCLIP/2025-12-24_19-10-45/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_concept_only/vanilla_stage1/2025-12-24_12-23-31/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,concept_only,381.836669921875,1670.1591796875,0.2545421511627907,0.00018254837531945966,0.03231106243154436,0.34008762322015335,0.6646586345381527,None,/scratch-shared/pnair/Project_AI/results/stage1-prototype/vanilla_streetclip_no_stage0/2025-12-24_09-29-56/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_image_only/2025-12-25_09-13-56/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,image_only,386.95458984375,1709.809814453125,0.2424297480908937,0.0,0.030120481927710843,0.33552391383716684,0.6646586345381527,/scratch-shared/pnair/Project_AI/results/stage0-prototype/geolocal_StreetCLIP/2025-12-24_09-29-59/checkpoints/best_model_stage0.pt,/scratch-shared/pnair/Project_AI/results/stage1-prototype/geolocal_StreetCLIP/2025-12-24_19-10-45/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
/scratch-shared/pnair/Project_AI/results/stage2_cross_attention_image_only/vanilla_stage1/2025-12-24_12-23-30/checkpoints/best_model_stage2_xattn.pt,best_model_stage2_xattn.pt,trained_stage1,image_only,448.37701416015625,1894.7291259765625,0.21650920548411304,0.00018254837531945966,0.02628696604600219,0.3008397225264695,0.6308871851040526,None,/scratch-shared/pnair/Project_AI/results/stage1-prototype/vanilla_streetclip_no_stage0/2025-12-24_09-29-56/checkpoints/best_model_stage1.pt,hf_geoguessr_locations
GeoCLIP,GeoCLIP,geoclip,geoclip,1015.7919006347656,3190.5586117492467,,0.0036509675063891934,0.02719970792259949,0.16027747353048558,0.42424242424242425,N/A,N/A,hf_geoguessr_locations
